"","Associatednumber","Sample","DNA_concentration_ng.uL","Station","StationNumber","Stromkilometer","Sample_type","Sample_date","Sat_O2_Perc","Temperature_TBDHereon","Salinity_PSU","Turbidity_NTU","pH","O2_uM","SPM_mgperL","DOC_mg.L","TN_mg.L","DIC_mg.L","Silicate_mg.L","Ammonium_mg.L","Nitrite_mg.L","Nitrate_mg.L","Total_DIN_uM","SRP_mgperL","TotalDissolvedPhosphate_mg.L","Ammonium_uM","Nitrite_uM","Nitrate_uM","SRP_uM","Phosphate_uM","Silicate_uM","DOC_uM.L","DIC_uM.L","RespirationRate_O2ug.L.h","POC_mgperL","PTC_mgperL","PTN_mgperL","PTH_mgperL","TEP_um2perL","CSP_um2perL","ParticleArea_um2perL","dCH4_uM","dCH4_nM","dCO2_uM","dCO2_nM","sampleid","AccessionNumber_TBDSven","data_type"
"225",134,"MGF2",4.2,"Meedem Grund",6,712,"Free_living","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,NA,8.531,2.461,20.58,0.732,0.014,0.003,1.072,NA,0.055,0.043117,NA,NA,NA,NA,NA,NA,NA,1713.472154,NA,NA,NA,NA,NA,NA,NA,NA,0.070819439,70.81943889,54.2276369,54227.6369,"GROS22.2_SAMEA112714792_METAT.genecount.profile","SAMEA112714792","METAT"
"226",134,"MGF2",4.2,"Meedem Grund",6,712,"Free_living","May-22",97.636,16.2450566,10.89583019,12.738928,7.9805,280.073,NA,8.531,2.461,20.58,0.732,0.014,0.003,1.072,NA,0.055,0.043117,NA,NA,NA,NA,NA,NA,NA,1713.472154,NA,NA,NA,NA,NA,NA,NA,NA,0.070819439,70.81943889,54.2276369,54227.6369,"GROS22.2_SAMEA112714792_METAG.genecount.profile","SAMEA112714792","METAG"
"227",135,"TL1",6.3,"Twielenfleth",3,651,"Light_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,57,7.219,2.45,10.56,0.619,0.015,0,1.653,NA,0.033,0.038696,NA,NA,NA,NA,NA,NA,601.0473994,879.2160324,3.791206383,3.962908847,5.20499995,3.177396687,0.88370118,120064347534554,130599739181232,133333714555678,0.045303725,45.30372481,99.8012325,99801.2325,"GROS22.2_SAMEA112714793_METAT.genecount.profile","SAMEA112714793","METAT"
"228",135,"TL1",6.3,"Twielenfleth",3,651,"Light_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,57,7.219,2.45,10.56,0.619,0.015,0,1.653,NA,0.033,0.038696,NA,NA,NA,NA,NA,NA,601.0473994,879.2160324,3.791206383,3.962908847,5.20499995,3.177396687,0.88370118,120064347534554,130599739181232,133333714555678,0.045303725,45.30372481,99.8012325,99801.2325,"GROS22.2_SAMEA112714793_METAG.genecount.profile","SAMEA112714793","METAG"
"229",136,"TL2",18,"Twielenfleth",3,651,"Light_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,57,7.219,2.45,10.51,0.619,0.018,0,1.669,NA,0.033,0.039209,NA,NA,NA,NA,NA,NA,NA,875.0530777,NA,3.697798493,5.025314044,3.415014116,0.78551216,120064347534554,130599739181232,133333714555678,0.045869806,45.86980622,92.07681186,92076.81186,"GROS22.2_SAMEA112714794_METAT.genecount.profile","SAMEA112714794","METAT"
"230",136,"TL2",18,"Twielenfleth",3,651,"Light_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,57,7.219,2.45,10.51,0.619,0.018,0,1.669,NA,0.033,0.039209,NA,NA,NA,NA,NA,NA,NA,875.0530777,NA,3.697798493,5.025314044,3.415014116,0.78551216,120064347534554,130599739181232,133333714555678,0.045869806,45.86980622,92.07681186,92076.81186,"GROS22.2_SAMEA112714794_METAG.genecount.profile","SAMEA112714794","METAG"
"231",137,"TH1",27,"Twielenfleth",3,651,"Heavy_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,107,7.219,2.45,10.56,0.619,0.015,0,1.653,NA,0.033,0.038696,NA,NA,NA,NA,NA,NA,601.0473994,879.2160324,0.314036257,7.148160656,9.289663182,3.356100704,1.37464628,147261517699824,722533016127328,119924687633633,0.045303725,45.30372481,99.8012325,99801.2325,"GROS22.2_SAMEA112714795_METAG.genecount.profile","SAMEA112714795","METAG"
"232",137,"TH1",27,"Twielenfleth",3,651,"Heavy_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,107,7.219,2.45,10.56,0.619,0.015,0,1.653,NA,0.033,0.038696,NA,NA,NA,NA,NA,NA,601.0473994,879.2160324,0.314036257,7.148160656,9.289663182,3.356100704,1.37464628,147261517699824,722533016127328,119924687633633,0.045303725,45.30372481,99.8012325,99801.2325,"GROS22.2_SAMEA112714795_METAT.genecount.profile","SAMEA112714795","METAT"
"233",138,"TH2",15,"Twielenfleth",3,651,"Heavy_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,107,7.219,2.45,10.51,0.619,0.018,0,1.669,NA,0.033,0.039209,NA,NA,NA,NA,NA,NA,NA,875.0530777,NA,7.622413623,9.057937095,3.363955825,1.37464628,147261517699824,722533016127328,119924687633633,0.045869806,45.86980622,92.07681186,92076.81186,"GROS22.2_SAMEA112714796_METAG.genecount.profile","SAMEA112714796","METAG"
"234",138,"TH2",15,"Twielenfleth",3,651,"Heavy_fraction","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,107,7.219,2.45,10.51,0.619,0.018,0,1.669,NA,0.033,0.039209,NA,NA,NA,NA,NA,NA,NA,875.0530777,NA,7.622413623,9.057937095,3.363955825,1.37464628,147261517699824,722533016127328,119924687633633,0.045869806,45.86980622,92.07681186,92076.81186,"GROS22.2_SAMEA112714796_METAT.genecount.profile","SAMEA112714796","METAT"
"235",139,"TF1",1.74,"Twielenfleth",3,651,"Free_living","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,NA,7.219,2.45,10.56,0.619,0.015,0,1.653,NA,0.033,0.038696,NA,NA,NA,NA,NA,NA,601.0473994,879.2160324,NA,NA,NA,NA,NA,NA,NA,NA,0.045303725,45.30372481,99.8012325,99801.2325,"GROS22.2_SAMEA112714797_METAT.genecount.profile","SAMEA112714797","METAT"
"236",139,"TF1",1.74,"Twielenfleth",3,651,"Free_living","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,NA,7.219,2.45,10.56,0.619,0.015,0,1.653,NA,0.033,0.038696,NA,NA,NA,NA,NA,NA,601.0473994,879.2160324,NA,NA,NA,NA,NA,NA,NA,NA,0.045303725,45.30372481,99.8012325,99801.2325,"GROS22.2_SAMEA112714797_METAG.genecount.profile","SAMEA112714797","METAG"
"237",140,"TF2",2.56,"Twielenfleth",3,651,"Free_living","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,NA,7.219,2.45,10.51,0.619,0.018,0,1.669,NA,0.033,0.039209,NA,NA,NA,NA,NA,NA,NA,875.0530777,NA,NA,NA,NA,NA,NA,NA,NA,0.045869806,45.86980622,92.07681186,92076.81186,"GROS22.2_SAMEA112714798_METAG.genecount.profile","SAMEA112714798","METAG"
"238",140,"TF2",2.56,"Twielenfleth",3,651,"Free_living","May-22",75.426,17.92304082,0.56295918,17.591418,7.6295,222.421,NA,7.219,2.45,10.51,0.619,0.018,0,1.669,NA,0.033,0.039209,NA,NA,NA,NA,NA,NA,NA,875.0530777,NA,NA,NA,NA,NA,NA,NA,NA,0.045869806,45.86980622,92.07681186,92076.81186,"GROS22.2_SAMEA112714798_METAT.genecount.profile","SAMEA112714798","METAT"
"239",141,"BbL1",4.51,"Brunsbuttel",5,694,"Light_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,25.6,6.381,2.075,11.27,0.993,0.011,0.003,1.685,NA,0.043,0.054151,NA,NA,NA,NA,NA,NA,531.2762787,938.3299891,-12.66060238,2.727690976,3.293259731,2.145430087,0.4909451,NA,52348987317527,367903798072862,0.049867771,49.86777063,69.16460292,69164.60292,"GROS22.2_SAMEA112714799_METAT.genecount.profile","SAMEA112714799","METAT"
"240",141,"BbL1",4.51,"Brunsbuttel",5,694,"Light_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,25.6,6.381,2.075,11.27,0.993,0.011,0.003,1.685,NA,0.043,0.054151,NA,NA,NA,NA,NA,NA,531.2762787,938.3299891,-12.66060238,2.727690976,3.293259731,2.145430087,0.4909451,NA,52348987317527,367903798072862,0.049867771,49.86777063,69.16460292,69164.60292,"GROS22.2_SAMEA112714799_METAG.genecount.profile","SAMEA112714799","METAG"
"241",142,"BbL2",12,"Brunsbuttel",5,694,"Light_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,25.6,6.381,2.075,12.6,0.993,0.009,0.003,1.75,NA,0.043,0.052967,NA,NA,NA,NA,NA,NA,NA,1049.064584,NA,2.421341233,3.286386499,2.899521761,0.4909451,NA,52348987317527,367903798072862,0.047608397,47.60839657,65.5845625,65584.5625,"GROS22.2_SAMEA112714800_METAG.genecount.profile","SAMEA112714800","METAG"
"242",142,"BbL2",12,"Brunsbuttel",5,694,"Light_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,25.6,6.381,2.075,12.6,0.993,0.009,0.003,1.75,NA,0.043,0.052967,NA,NA,NA,NA,NA,NA,NA,1049.064584,NA,2.421341233,3.286386499,2.899521761,0.4909451,NA,52348987317527,367903798072862,0.047608397,47.60839657,65.5845625,65584.5625,"GROS22.2_SAMEA112714800_METAT.genecount.profile","SAMEA112714800","METAT"
"243",143,"BbH1",8.8,"Brunsbuttel",5,694,"Heavy_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,30.4,6.381,2.075,11.27,0.993,0.011,0.003,1.685,NA,0.043,0.054151,NA,NA,NA,NA,NA,NA,531.2762787,938.3299891,-3.248513598,2.774821705,3.931488361,2.168013562,0.58913412,100347590851358,863745276331768,110154886826689,0.049867771,49.86777063,69.16460292,69164.60292,"GROS22.2_SAMEA112714801_METAT.genecount.profile","SAMEA112714801","METAT"
"244",143,"BbH1",8.8,"Brunsbuttel",5,694,"Heavy_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,30.4,6.381,2.075,11.27,0.993,0.011,0.003,1.685,NA,0.043,0.054151,NA,NA,NA,NA,NA,NA,531.2762787,938.3299891,-3.248513598,2.774821705,3.931488361,2.168013562,0.58913412,100347590851358,863745276331768,110154886826689,0.049867771,49.86777063,69.16460292,69164.60292,"GROS22.2_SAMEA112714801_METAG.genecount.profile","SAMEA112714801","METAG"
"245",144,"BbH2",7.9,"Brunsbuttel",5,694,"Heavy_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,30.4,6.381,2.075,12.6,0.993,0.009,0.003,1.75,NA,0.043,0.052967,NA,NA,NA,NA,NA,NA,NA,1049.064584,NA,3.006547792,3.539714171,1.312787197,0.58913412,100347590851358,863745276331768,110154886826689,0.047608397,47.60839657,65.5845625,65584.5625,"GROS22.2_SAMEA112714802_METAT.genecount.profile","SAMEA112714802","METAT"
"246",144,"BbH2",7.9,"Brunsbuttel",5,694,"Heavy_fraction","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,30.4,6.381,2.075,12.6,0.993,0.009,0.003,1.75,NA,0.043,0.052967,NA,NA,NA,NA,NA,NA,NA,1049.064584,NA,3.006547792,3.539714171,1.312787197,0.58913412,100347590851358,863745276331768,110154886826689,0.047608397,47.60839657,65.5845625,65584.5625,"GROS22.2_SAMEA112714802_METAG.genecount.profile","SAMEA112714802","METAG"
"247",145,"BbF1",3.38,"Brunsbuttel",5,694,"Free_living","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,NA,6.381,2.075,11.27,0.993,0.011,0.003,1.685,NA,0.043,0.054151,NA,NA,NA,NA,NA,NA,531.2762787,938.3299891,NA,NA,NA,NA,NA,NA,NA,NA,0.049867771,49.86777063,69.16460292,69164.60292,"GROS22.2_SAMEA112714803_METAT.genecount.profile","SAMEA112714803","METAT"
"248",145,"BbF1",3.38,"Brunsbuttel",5,694,"Free_living","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,NA,6.381,2.075,11.27,0.993,0.011,0.003,1.685,NA,0.043,0.054151,NA,NA,NA,NA,NA,NA,531.2762787,938.3299891,NA,NA,NA,NA,NA,NA,NA,NA,0.049867771,49.86777063,69.16460292,69164.60292,"GROS22.2_SAMEA112714803_METAG.genecount.profile","SAMEA112714803","METAG"
"249",146,"BbF2",1.44,"Brunsbuttel",5,694,"Free_living","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,NA,6.381,2.075,12.6,0.993,0.009,0.003,1.75,NA,0.043,0.052967,NA,NA,NA,NA,NA,NA,NA,1049.064584,NA,NA,NA,NA,NA,NA,NA,NA,0.047608397,47.60839657,65.5845625,65584.5625,"GROS22.2_SAMEA112714804_METAT.genecount.profile","SAMEA112714804","METAT"
"250",146,"BbF2",1.44,"Brunsbuttel",5,694,"Free_living","May-22",96.442,16.47231034,4.65363793,11.035612,7.905,285.963,NA,6.381,2.075,12.6,0.993,0.009,0.003,1.75,NA,0.043,0.052967,NA,NA,NA,NA,NA,NA,NA,1049.064584,NA,NA,NA,NA,NA,NA,NA,NA,0.047608397,47.60839657,65.5845625,65584.5625,"GROS22.2_SAMEA112714804_METAG.genecount.profile","SAMEA112714804","METAG"
"251",147,"ML1",33,"Muhlenberger Loch",2,633,"Light_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,62,7.583,1.447,12.1,0.557,0.11,0.034,0.898,NA,0.049,0.052811,NA,NA,NA,NA,NA,NA,631.3537096,1007.435037,16.1613372,5.69299938,6.661143117,2.697252379,1.17826824,588652855980523,940355903846361,118320082389039,0.055478936,55.47893555,141.377472,141377.472,"GROS22.2_SAMEA112714805_METAT.genecount.profile","SAMEA112714805","METAT"
"252",147,"ML1",33,"Muhlenberger Loch",2,633,"Light_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,62,7.583,1.447,12.1,0.557,0.11,0.034,0.898,NA,0.049,0.052811,NA,NA,NA,NA,NA,NA,631.3537096,1007.435037,16.1613372,5.69299938,6.661143117,2.697252379,1.17826824,588652855980523,940355903846361,118320082389039,0.055478936,55.47893555,141.377472,141377.472,"GROS22.2_SAMEA112714805_METAG.genecount.profile","SAMEA112714805","METAG"
"253",148,"ML2",12,"Muhlenberger Loch",2,633,"Light_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,62,7.583,1.447,11.72,0.557,0.107,0.034,0.904,NA,0.049,0.053796,NA,NA,NA,NA,NA,NA,NA,975.7965814,NA,5.553570971,6.889923533,2.827843776,0.9818902,588652855980523,940355903846361,118320082389039,0.059952323,59.95232281,130.6733068,130673.3068,NA,NA,NA
"254",149,"MH1",95,"Muhlenberger Loch",2,633,"Heavy_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,118,7.583,1.447,12.1,0.557,0.11,0.034,0.898,NA,0.049,0.052811,NA,NA,NA,NA,NA,NA,631.3537096,1007.435037,28.8488668,11.5126626,14.67925849,3.675215019,2.06196942,162360302425623,126869682558067,210390533410117,0.055478936,55.47893555,141.377472,141377.472,"GROS22.2_SAMEA112714806_METAT.genecount.profile","SAMEA112714806","METAT"
"255",149,"MH1",95,"Muhlenberger Loch",2,633,"Heavy_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,118,7.583,1.447,12.1,0.557,0.11,0.034,0.898,NA,0.049,0.052811,NA,NA,NA,NA,NA,NA,631.3537096,1007.435037,28.8488668,11.5126626,14.67925849,3.675215019,2.06196942,162360302425623,126869682558067,210390533410117,0.055478936,55.47893555,141.377472,141377.472,"GROS22.2_SAMEA112714806_METAG.genecount.profile","SAMEA112714806","METAG"
"256",150,"MH2",27,"Muhlenberger Loch",2,633,"Heavy_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,118,7.583,1.447,11.72,0.557,0.107,0.034,0.904,NA,0.049,0.053796,NA,NA,NA,NA,NA,NA,NA,975.7965814,NA,12.17052903,14.40236545,4.02673171,2.25834746,162360302425623,126869682558067,210390533410117,0.059952323,59.95232281,130.6733068,130673.3068,"GROS22.2_SAMEA112714807_METAG.genecount.profile","SAMEA112714807","METAG"
"257",150,"MH2",27,"Muhlenberger Loch",2,633,"Heavy_fraction","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,118,7.583,1.447,11.72,0.557,0.107,0.034,0.904,NA,0.049,0.053796,NA,NA,NA,NA,NA,NA,NA,975.7965814,NA,12.17052903,14.40236545,4.02673171,2.25834746,162360302425623,126869682558067,210390533410117,0.059952323,59.95232281,130.6733068,130673.3068,"GROS22.2_SAMEA112714807_METAT.genecount.profile","SAMEA112714807","METAT"
"258",151,"MF1",5.9,"Muhlenberger Loch",2,633,"Free_living","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,NA,7.583,1.447,12.1,0.557,0.11,0.034,0.898,NA,0.049,0.052811,NA,NA,NA,NA,NA,NA,631.3537096,1007.435037,NA,NA,NA,NA,NA,NA,NA,NA,0.055478936,55.47893555,141.377472,141377.472,"GROS22.2_SAMEA112714808_METAG.genecount.profile","SAMEA112714808","METAG"
"259",151,"MF1",5.9,"Muhlenberger Loch",2,633,"Free_living","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,NA,7.583,1.447,12.1,0.557,0.11,0.034,0.898,NA,0.049,0.052811,NA,NA,NA,NA,NA,NA,631.3537096,1007.435037,NA,NA,NA,NA,NA,NA,NA,NA,0.055478936,55.47893555,141.377472,141377.472,"GROS22.2_SAMEA112714808_METAT.genecount.profile","SAMEA112714808","METAT"
"260",152,"MF2",12,"Muhlenberger Loch",2,633,"Free_living","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,NA,7.583,1.447,11.72,0.557,0.107,0.034,0.904,NA,0.049,0.053796,NA,NA,NA,NA,NA,NA,NA,975.7965814,NA,NA,NA,NA,NA,NA,NA,NA,0.059952323,59.95232281,130.6733068,130673.3068,"GROS22.2_SAMEA112714809_METAT.genecount.profile","SAMEA112714809","METAT"
"261",152,"MF2",12,"Muhlenberger Loch",2,633,"Free_living","Jun-22",37.858,20.54698597,0.511063514,16.87997576,7.334054054,105.907,NA,7.583,1.447,11.72,0.557,0.107,0.034,0.904,NA,0.049,0.053796,NA,NA,NA,NA,NA,NA,NA,975.7965814,NA,NA,NA,NA,NA,NA,NA,NA,0.059952323,59.95232281,130.6733068,130673.3068,"GROS22.2_SAMEA112714809_METAG.genecount.profile","SAMEA112714809","METAG"
"262",153,"SchL1",59,"Schwarztonnensand",4,665,"Light_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,151.5,6.529,1.936,10.46,0.654,0.01,0,1.122,NA,0.046,0.051029,NA,NA,NA,NA,NA,NA,543.5986246,870.890123,-1.064320392,11.36930663,14.72638922,1.845953576,2.4547255,648362318854677,10162452239452,171435478973818,0.057251984,57.25198443,84.95134129,84951.34129,"GROS22.2_SAMEA112714810_METAT.genecount.profile","SAMEA112714810","METAT"
"263",153,"SchL1",59,"Schwarztonnensand",4,665,"Light_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,151.5,6.529,1.936,10.46,0.654,0.01,0,1.122,NA,0.046,0.051029,NA,NA,NA,NA,NA,NA,543.5986246,870.890123,-1.064320392,11.36930663,14.72638922,1.845953576,2.4547255,648362318854677,10162452239452,171435478973818,0.057251984,57.25198443,84.95134129,84951.34129,"GROS22.2_SAMEA112714810_METAG.genecount.profile","SAMEA112714810","METAG"
"264",154,"SchL2",29,"Schwarztonnensand",4,665,"Light_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,151.5,6.529,1.936,10.39,0.654,0.011,0,1.111,NA,0.046,0.051004,NA,NA,NA,NA,NA,NA,NA,865.0619864,NA,11.36046961,14.6880955,3.053678522,2.4547255,648362318854677,10162452239452,171435478973818,0.068096456,68.09645577,87.49652804,87496.52804,"GROS22.2_SAMEA112714811_METAG.genecount.profile","SAMEA112714811","METAG"
"265",154,"SchL2",29,"Schwarztonnensand",4,665,"Light_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,151.5,6.529,1.936,10.39,0.654,0.011,0,1.111,NA,0.046,0.051004,NA,NA,NA,NA,NA,NA,NA,865.0619864,NA,11.36046961,14.6880955,3.053678522,2.4547255,648362318854677,10162452239452,171435478973818,0.068096456,68.09645577,87.49652804,87496.52804,"GROS22.2_SAMEA112714811_METAT.genecount.profile","SAMEA112714811","METAT"
"266",155,"SchH1",52,"Schwarztonnensand",4,665,"Heavy_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,393,6.529,1.936,10.46,0.654,0.01,0,1.122,NA,0.046,0.051029,NA,NA,NA,NA,NA,NA,543.5986246,870.890123,15.04650129,28.35993465,37.15472517,5.599719811,6.57866434,177521268448253,805328966390741,402868468405544,0.057251984,57.25198443,84.95134129,84951.34129,"GROS22.2_SAMEA112714812_METAG.genecount.profile","SAMEA112714812","METAG"
"267",155,"SchH1",52,"Schwarztonnensand",4,665,"Heavy_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,393,6.529,1.936,10.46,0.654,0.01,0,1.122,NA,0.046,0.051029,NA,NA,NA,NA,NA,NA,543.5986246,870.890123,15.04650129,28.35993465,37.15472517,5.599719811,6.57866434,177521268448253,805328966390741,402868468405544,0.057251984,57.25198443,84.95134129,84951.34129,"GROS22.2_SAMEA112714812_METAT.genecount.profile","SAMEA112714812","METAT"
"268",156,"SchH2",45,"Schwarztonnensand",4,665,"Heavy_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,393,6.529,1.936,10.39,0.654,0.011,0,1.111,NA,0.046,0.051004,NA,NA,NA,NA,NA,NA,NA,865.0619864,NA,28.31182203,35.94110888,5.707727733,6.28409728,177521268448253,805328966390741,402868468405544,0.068096456,68.09645577,87.49652804,87496.52804,"GROS22.2_SAMEA112714813_METAG.genecount.profile","SAMEA112714813","METAG"
"269",156,"SchH2",45,"Schwarztonnensand",4,665,"Heavy_fraction","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,393,6.529,1.936,10.39,0.654,0.011,0,1.111,NA,0.046,0.051004,NA,NA,NA,NA,NA,NA,NA,865.0619864,NA,28.31182203,35.94110888,5.707727733,6.28409728,177521268448253,805328966390741,402868468405544,0.068096456,68.09645577,87.49652804,87496.52804,"GROS22.2_SAMEA112714813_METAT.genecount.profile","SAMEA112714813","METAT"
"270",157,"SchF1",0.625,"Schwarztonnensand",4,665,"Free_living","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,NA,6.529,1.936,10.46,0.654,0.01,0,1.122,NA,0.046,0.051029,NA,NA,NA,NA,NA,NA,543.5986246,870.890123,NA,NA,NA,NA,NA,NA,NA,NA,0.057251984,57.25198443,84.95134129,84951.34129,"GROS22.2_SAMEA112714814_METAT.genecount.profile","SAMEA112714814","METAT"
"271",157,"SchF1",0.625,"Schwarztonnensand",4,665,"Free_living","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,NA,6.529,1.936,10.46,0.654,0.01,0,1.122,NA,0.046,0.051029,NA,NA,NA,NA,NA,NA,543.5986246,870.890123,NA,NA,NA,NA,NA,NA,NA,NA,0.057251984,57.25198443,84.95134129,84951.34129,"GROS22.2_SAMEA112714814_METAG.genecount.profile","SAMEA112714814","METAG"
"272",158,"SchF2",2.01,"Schwarztonnensand",4,665,"Free_living","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,NA,6.529,1.936,10.39,0.654,0.011,0,1.111,NA,0.046,0.051004,NA,NA,NA,NA,NA,NA,NA,865.0619864,NA,NA,NA,NA,NA,NA,NA,NA,0.068096456,68.09645577,87.49652804,87496.52804,"GROS22.2_SAMEA112714815_METAT.genecount.profile","SAMEA112714815","METAT"
"273",158,"SchF2",2.01,"Schwarztonnensand",4,665,"Free_living","Jun-22",86.538,19.26912961,0.686684484,39.82831781,7.68266129,248.09,NA,6.529,1.936,10.39,0.654,0.011,0,1.111,NA,0.046,0.051004,NA,NA,NA,NA,NA,NA,NA,865.0619864,NA,NA,NA,NA,NA,NA,NA,NA,0.068096456,68.09645577,87.49652804,87496.52804,"GROS22.2_SAMEA112714815_METAG.genecount.profile","SAMEA112714815","METAG"
"274",159,"MGL1",26,"Meedem Grund",6,712,"Light_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,17,5.01,1.108,15.73,0.065,0.002,0,0.217,NA,0.028,0.037702,NA,NA,NA,NA,NA,NA,417.1280608,1309.665548,42.02095375,3.467054296,4.375302731,3.078225777,0.58913412,772583431645255,110823892889905,248129454715294,0.060907125,60.9071254,42.83061379,42830.61379,"GROS22.2_SAMEA112714816_METAT.genecount.profile","SAMEA112714816","METAT"
"275",159,"MGL1",26,"Meedem Grund",6,712,"Light_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,17,5.01,1.108,15.73,0.065,0.002,0,0.217,NA,0.028,0.037702,NA,NA,NA,NA,NA,NA,417.1280608,1309.665548,42.02095375,3.467054296,4.375302731,3.078225777,0.58913412,772583431645255,110823892889905,248129454715294,0.060907125,60.9071254,42.83061379,42830.61379,"GROS22.2_SAMEA112714816_METAG.genecount.profile","SAMEA112714816","METAG"
"276",160,"MGL2",11,"Meedem Grund",6,712,"Light_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,17,5.01,1.108,15.32,0.065,0.003,0,0.22,NA,0.023,0.037465,NA,NA,NA,NA,NA,NA,NA,1275.52932,NA,3.492583441,4.157323107,2.826861886,0.58913412,772583431645255,110823892889905,248129454715294,0.075398763,75.39876291,49.13229138,49132.29138,"GROS22.2_SAMEA112714817_METAT.genecount.profile","SAMEA112714817","METAT"
"277",160,"MGL2",11,"Meedem Grund",6,712,"Light_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,17,5.01,1.108,15.32,0.065,0.003,0,0.22,NA,0.023,0.037465,NA,NA,NA,NA,NA,NA,NA,1275.52932,NA,3.492583441,4.157323107,2.826861886,0.58913412,772583431645255,110823892889905,248129454715294,0.075398763,75.39876291,49.13229138,49132.29138,"GROS22.2_SAMEA112714817_METAG.genecount.profile","SAMEA112714817","METAG"
"278",161,"MGH1",39,"Meedem Grund",6,712,"Heavy_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,34,5.01,1.108,15.73,0.065,0.002,0,0.217,NA,0.028,0.037702,NA,NA,NA,NA,NA,NA,417.1280608,1309.665548,13.06044,6.404869775,7.819773553,2.241655327,0.78551216,806627126542531,841254229453329,112332950651451,0.060907125,60.9071254,42.83061379,42830.61379,"GROS22.2_SAMEA112714818_METAT.genecount.profile","SAMEA112714818","METAT"
"279",161,"MGH1",39,"Meedem Grund",6,712,"Heavy_fraction","Jun-22",103.539,18.03876704,19.96339061,6.252307913,8.028326087,271.177,34,5.01,1.108,15.73,0.065,0.002,0,0.217,NA,0.028,0.037702,NA,NA,NA,NA,NA,NA,417.1280608,1309.665548,13.06044,6.404869775,7.819773553,2.241655327,0.78551216,806627126542531,841254229453329,112332950651451,0.060907125,60.9071254,42.83061379,42830.61379,"GROS22.2_SAMEA112714818_METAG.genecount.profile","SAMEA112714818","METAG"
