genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
GROS22-1_SAMEA110290250_MAG_00000063.fa,50_3,0.010000000000000009,average,ANImf,50
GROS22-1_SAMEA110290255_MAG_00000031.fa,50_4,0.010000000000000009,average,ANImf,50
GROS22-2_SAMEA112714819_MAG_00000010.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714827_MAG_00000055.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714828_MAG_00000156.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714829_MAG_00000096.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714830_MAG_00000239.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714831_MAG_00000111.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714832_MAG_00000158.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714845_MAG_00000118.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714846_MAG_00000110.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714847_MAG_00000201.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714848_MAG_00000095.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714849_MAG_00000352.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714850_MAG_00000101.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714857_MAG_00000201.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714858_MAG_00000185.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714859_MAG_00000134.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714860_MAG_00000062.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714861_MAG_00000204.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714862_MAG_00000245.fa,51_1,0.010000000000000009,average,ANImf,51
GROS22-1_SAMEA110290300_MAG_00000074.fa,51_2,0.010000000000000009,average,ANImf,51
GROS22-2_SAMEA112714813_MAG_00000091.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714816_MAG_00000150.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714817_MAG_00000042.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714818_MAG_00000039.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714819_MAG_00000013.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714827_MAG_00000098.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714828_MAG_00000179.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714829_MAG_00000083.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714830_MAG_00000062.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714831_MAG_00000147.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-2_SAMEA112714832_MAG_00000304.fa,52_1,0.010000000000000009,average,ANImf,52
GROS22-1_SAMEA110290263_MAG_00000080.fa,53_1,0.010000000000000009,average,ANImf,53
GROS22-1_SAMEA110290266_MAG_00000012.fa,53_1,0.010000000000000009,average,ANImf,53
GROS22-1_SAMEA110290267_MAG_00000111.fa,53_1,0.010000000000000009,average,ANImf,53
GROS22-2_SAMEA112714792_MAG_00000039.fa,53_1,0.010000000000000009,average,ANImf,53
GROS22-2_SAMEA112714819_MAG_00000144.fa,53_1,0.010000000000000009,average,ANImf,53
GROS22-1_SAMEA110290262_MAG_00000139.fa,53_2,0.010000000000000009,average,ANImf,53
GROS22-2_SAMEA112714819_MAG_00000028.fa,54_0,0.010000000000000009,average,ANImf,54
GROS22-2_SAMEA112714839_MAG_00000148.fa,55_1,0.010000000000000009,average,ANImf,55
GROS22-2_SAMEA112714840_MAG_00000121.fa,55_1,0.010000000000000009,average,ANImf,55
GROS22-2_SAMEA112714841_MAG_00000091.fa,55_1,0.010000000000000009,average,ANImf,55
GROS22-2_SAMEA112714842_MAG_00000205.fa,55_1,0.010000000000000009,average,ANImf,55
GROS22-2_SAMEA112714849_MAG_00000145.fa,56_1,0.010000000000000009,average,ANImf,56
GROS22-2_SAMEA112714850_MAG_00000123.fa,56_1,0.010000000000000009,average,ANImf,56
GROS22-2_SAMEA112714861_MAG_00000388.fa,56_1,0.010000000000000009,average,ANImf,56
GROS22-2_SAMEA112714862_MAG_00000141.fa,56_1,0.010000000000000009,average,ANImf,56
GROS22-1_SAMEA110290291_MAG_00000073.fa,57_1,0.010000000000000009,average,ANImf,57
GROS22-1_SAMEA110290309_MAG_00000179.fa,57_2,0.010000000000000009,average,ANImf,57
GROS22-1_SAMEA110290308_MAG_00000063.fa,57_3,0.010000000000000009,average,ANImf,57
GROS22-1_SAMEA110290290_MAG_00000101.fa,57_4,0.010000000000000009,average,ANImf,57
GROS22-1_SAMEA110290305_MAG_00000020.fa,57_5,0.010000000000000009,average,ANImf,57
GROS22-2_SAMEA112714816_MAG_00000073.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714817_MAG_00000156.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714818_MAG_00000065.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714827_MAG_00000122.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714828_MAG_00000170.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714829_MAG_00000059.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714830_MAG_00000153.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714845_MAG_00000286.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714846_MAG_00000103.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714847_MAG_00000150.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714848_MAG_00000046.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714857_MAG_00000208.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714858_MAG_00000061.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714859_MAG_00000217.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714860_MAG_00000139.fa,58_1,0.010000000000000009,average,ANImf,58
GROS22-2_SAMEA112714816_MAG_00000048.fa,59_1,0.010000000000000009,average,ANImf,59
GROS22-2_SAMEA112714817_MAG_00000123.fa,59_1,0.010000000000000009,average,ANImf,59
GROS22-2_SAMEA112714818_MAG_00000195.fa,59_1,0.010000000000000009,average,ANImf,59
GROS22-1_SAMEA110290250_MAG_00000045.fa,60_1,0.010000000000000009,average,ANImf,60
GROS22-1_SAMEA110290251_MAG_00000082.fa,60_1,0.010000000000000009,average,ANImf,60
GROS22-1_SAMEA110290252_MAG_00000005.fa,60_1,0.010000000000000009,average,ANImf,60
GROS22-1_SAMEA110290253_MAG_00000082.fa,60_1,0.010000000000000009,average,ANImf,60
GROS22-1_SAMEA110290281_MAG_00000142.fa,61_1,0.010000000000000009,average,ANImf,61
GROS22-2_SAMEA112714781_MAG_00000166.fa,61_1,0.010000000000000009,average,ANImf,61
GROS22-2_SAMEA112714782_MAG_00000072.fa,61_1,0.010000000000000009,average,ANImf,61
GROS22-2_SAMEA112714784_MAG_00000050.fa,61_1,0.010000000000000009,average,ANImf,61
GROS22-2_SAMEA112714811_MAG_00000355.fa,61_1,0.010000000000000009,average,ANImf,61
GROS22-1_SAMEA110290283_MAG_00000014.fa,61_2,0.010000000000000009,average,ANImf,61
GROS22-2_SAMEA112714851_MAG_00000147.fa,62_1,0.010000000000000009,average,ANImf,62
GROS22-2_SAMEA112714852_MAG_00000224.fa,62_1,0.010000000000000009,average,ANImf,62
GROS22-2_SAMEA112714853_MAG_00000083.fa,62_1,0.010000000000000009,average,ANImf,62
GROS22-2_SAMEA112714782_MAG_00000067.fa,63_1,0.010000000000000009,average,ANImf,63
GROS22-2_SAMEA112714796_MAG_00000134.fa,63_1,0.010000000000000009,average,ANImf,63
GROS22-2_SAMEA112714810_MAG_00000226.fa,63_1,0.010000000000000009,average,ANImf,63
GROS22-2_SAMEA112714811_MAG_00000304.fa,63_1,0.010000000000000009,average,ANImf,63
GROS22-2_SAMEA112714822_MAG_00000087.fa,63_1,0.010000000000000009,average,ANImf,63
GROS22-2_SAMEA112714787_MAG_00000009.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714788_MAG_00000100.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714789_MAG_00000029.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714790_MAG_00000037.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714799_MAG_00000148.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714802_MAG_00000127.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714817_MAG_00000067.fa,64_1,0.010000000000000009,average,ANImf,64
GROS22-2_SAMEA112714845_MAG_00000162.fa,65_1,0.010000000000000009,average,ANImf,65
GROS22-2_SAMEA112714846_MAG_00000040.fa,65_1,0.010000000000000009,average,ANImf,65
GROS22-2_SAMEA112714848_MAG_00000032.fa,65_1,0.010000000000000009,average,ANImf,65
GROS22-2_SAMEA112714857_MAG_00000081.fa,65_1,0.010000000000000009,average,ANImf,65
GROS22-2_SAMEA112714858_MAG_00000141.fa,65_1,0.010000000000000009,average,ANImf,65
GROS22-2_SAMEA112714860_MAG_00000063.fa,65_1,0.010000000000000009,average,ANImf,65
GROS22-1_SAMEA110290298_MAG_00000091.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-1_SAMEA110290299_MAG_00000134.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-1_SAMEA110290300_MAG_00000130.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-1_SAMEA110290301_MAG_00000054.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714781_MAG_00000061.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714799_MAG_00000104.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714801_MAG_00000100.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714802_MAG_00000153.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714827_MAG_00000043.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714828_MAG_00000087.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714829_MAG_00000072.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714830_MAG_00000241.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714831_MAG_00000195.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714839_MAG_00000049.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714840_MAG_00000022.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714841_MAG_00000082.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714842_MAG_00000095.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714845_MAG_00000040.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714846_MAG_00000221.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714847_MAG_00000112.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714848_MAG_00000224.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714857_MAG_00000072.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714858_MAG_00000196.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714859_MAG_00000008.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-2_SAMEA112714860_MAG_00000120.fa,66_1,0.010000000000000009,average,ANImf,66
GROS22-1_SAMEA110290311_MAG_00000037.fa,67_0,0.010000000000000009,average,ANImf,67
GROS22-2_SAMEA112714816_MAG_00000091.fa,68_1,0.010000000000000009,average,ANImf,68
GROS22-2_SAMEA112714817_MAG_00000099.fa,68_1,0.010000000000000009,average,ANImf,68
GROS22-2_SAMEA112714818_MAG_00000074.fa,68_1,0.010000000000000009,average,ANImf,68
GROS22-2_SAMEA112714827_MAG_00000075.fa,68_1,0.010000000000000009,average,ANImf,68
GROS22-2_SAMEA112714829_MAG_00000053.fa,68_1,0.010000000000000009,average,ANImf,68
GROS22-2_SAMEA112714830_MAG_00000032.fa,68_1,0.010000000000000009,average,ANImf,68
GROS22-1_SAMEA110290264_MAG_00000079.fa,68_2,0.010000000000000009,average,ANImf,68
GROS22-2_SAMEA112714787_MAG_00000089.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714788_MAG_00000109.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714813_MAG_00000151.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714816_MAG_00000035.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714817_MAG_00000116.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714818_MAG_00000073.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714819_MAG_00000241.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714827_MAG_00000078.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714828_MAG_00000162.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714829_MAG_00000029.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714830_MAG_00000074.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-2_SAMEA112714831_MAG_00000166.fa,69_1,0.010000000000000009,average,ANImf,69
GROS22-1_SAMEA110290256_MAG_00000103.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290257_MAG_00000109.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290262_MAG_00000076.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290263_MAG_00000059.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290264_MAG_00000055.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290265_MAG_00000086.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290280_MAG_00000083.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290281_MAG_00000164.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290282_MAG_00000039.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290283_MAG_00000027.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290298_MAG_00000075.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290299_MAG_00000138.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290300_MAG_00000088.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290301_MAG_00000125.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290311_MAG_00000101.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290340_MAG_00000010.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290342_MAG_00000019.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290352_MAG_00000015.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290353_MAG_00000029.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714781_MAG_00000153.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714782_MAG_00000117.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714783_MAG_00000152.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714784_MAG_00000112.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714787_MAG_00000121.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714788_MAG_00000004.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714789_MAG_00000090.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714793_MAG_00000128.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714799_MAG_00000008.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714800_MAG_00000029.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714801_MAG_00000081.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714802_MAG_00000082.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714810_MAG_00000130.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714811_MAG_00000283.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714812_MAG_00000030.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714827_MAG_00000053.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714828_MAG_00000045.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714829_MAG_00000164.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714830_MAG_00000064.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714831_MAG_00000117.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714839_MAG_00000262.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714840_MAG_00000001.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714841_MAG_00000109.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714842_MAG_00000029.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714845_MAG_00000152.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714846_MAG_00000180.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714847_MAG_00000085.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714848_MAG_00000239.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714857_MAG_00000056.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714858_MAG_00000142.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714859_MAG_00000168.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-2_SAMEA112714860_MAG_00000053.fa,70_1,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290310_MAG_00000107.fa,70_2,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290354_MAG_00000040.fa,70_3,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290285_MAG_00000079.fa,70_4,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290260_MAG_00000063.fa,70_5,0.010000000000000009,average,ANImf,70
GROS22-1_SAMEA110290256_MAG_00000128.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290257_MAG_00000064.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290259_MAG_00000070.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290280_MAG_00000049.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290281_MAG_00000066.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290282_MAG_00000148.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290283_MAG_00000048.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290298_MAG_00000105.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290299_MAG_00000004.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290300_MAG_00000117.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290310_MAG_00000005.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290311_MAG_00000125.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714781_MAG_00000176.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714782_MAG_00000016.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714783_MAG_00000028.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714784_MAG_00000014.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714793_MAG_00000031.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714794_MAG_00000086.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714795_MAG_00000068.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714796_MAG_00000175.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714810_MAG_00000196.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714811_MAG_00000279.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714812_MAG_00000181.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714821_MAG_00000241.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714839_MAG_00000230.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714840_MAG_00000093.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714841_MAG_00000087.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714842_MAG_00000128.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714851_MAG_00000220.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714852_MAG_00000124.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714853_MAG_00000115.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714854_MAG_00000210.fa,71_1,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290258_MAG_00000026.fa,71_2,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290276_MAG_00000039.fa,71_3,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290275_MAG_00000126.fa,71_4,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290312_MAG_00000160.fa,71_5,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290277_MAG_00000004.fa,71_6,0.010000000000000009,average,ANImf,71
GROS22-1_SAMEA110290293_MAG_00000031.fa,71_7,0.010000000000000009,average,ANImf,71
GROS22-2_SAMEA112714781_MAG_00000027.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714782_MAG_00000089.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714783_MAG_00000002.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714784_MAG_00000085.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714793_MAG_00000083.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714799_MAG_00000086.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714801_MAG_00000060.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714802_MAG_00000115.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714810_MAG_00000094.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714811_MAG_00000102.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714827_MAG_00000120.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-2_SAMEA112714829_MAG_00000198.fa,72_1,0.010000000000000009,average,ANImf,72
GROS22-1_SAMEA110290298_MAG_00000040.fa,73_1,0.010000000000000009,average,ANImf,73
GROS22-1_SAMEA110290299_MAG_00000031.fa,73_1,0.010000000000000009,average,ANImf,73
GROS22-2_SAMEA112714810_MAG_00000147.fa,73_1,0.010000000000000009,average,ANImf,73
GROS22-2_SAMEA112714811_MAG_00000126.fa,73_1,0.010000000000000009,average,ANImf,73
GROS22-2_SAMEA112714821_MAG_00000054.fa,73_1,0.010000000000000009,average,ANImf,73
GROS22-2_SAMEA112714822_MAG_00000148.fa,73_1,0.010000000000000009,average,ANImf,73
